Tarih,NoktaAdi,ParametreAdiRaw,ParametreAdi,Birim,DegerRaw,Deger,DegerCensor,DegerLimit
2025-03-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,İletkenlik,İletkenlik,μS/cm,631 (25 °C),631.0,,631.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Alüminyum (Al),Alüminyum,μg/L,"9,86",9.86,,9.86
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Arsenik (As),Arsenik,μg/L,"5,30",5.3,,5.3
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Demir (Fe),Demir,μg/L,"17,08",17.08,,17.08
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2025-03-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,İletkenlik,İletkenlik,μS/cm,643 (25 °C),643.0,,643.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"21,29",21.29,,21.29
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Arsenik (As),Arsenik,μg/L,"4,96",4.96,,4.96
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Demir (Fe),Demir,μg/L,"99,54",99.54,,99.54
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,33,33.0,,33.0
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2025-03-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,İletkenlik,İletkenlik,μS/cm,645 (25 °C),645.0,,645.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Alüminyum (Al),Alüminyum,μg/L,"15,77",15.77,,15.77
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Arsenik (As),Arsenik,μg/L,"3,58",3.58,,3.58
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Demir (Fe),Demir,μg/L,"15,72",15.72,,15.72
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Toplam sertlik,Toplam Sertlik,Fr,29,29.0,,29.0
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-03-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,İletkenlik,İletkenlik,μS/cm,625 (25 °C),625.0,,625.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Alüminyum (Al),Alüminyum,μg/L,"12,18",12.18,,12.18
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Arsenik (As),Arsenik,μg/L,"1,04",1.04,,1.04
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Demir (Fe),Demir,μg/L,"91,56",91.56,,91.56
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Toplam sertlik,Toplam Sertlik,Fr,26,26.0,,26.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,220 Sok. No:163/b Çamlıkule - BUCA,İletkenlik,İletkenlik,μS/cm,519 (25 °C),519.0,,519.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Alüminyum (Al),Alüminyum,μg/L,"12,97",12.97,,12.97
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Arsenik (As),Arsenik,μg/L,"3,84",3.84,,3.84
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Demir (Fe),Demir,μg/L,"12,80",12.8,,12.8
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Klorür (Cl⁻),Klorür,mg/L,30,30.0,,30.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-03-26,273/4 No:6 Aile Sağlığı Merkezi Özkanlar - BAYRAKLI,İletkenlik,İletkenlik,μS/cm,627 (25 °C),627.0,,627.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Alüminyum (Al),Alüminyum,μg/L,"16,75",16.75,,16.75
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Arsenik (As),Arsenik,μg/L,"2,44",2.44,,2.44
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Demir (Fe),Demir,μg/L,"94,13",94.13,,94.13
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Toplam sertlik,Toplam Sertlik,Fr,25,25.0,,25.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,3 İle 3/8 Sok. Kvs. Adatepe - BUCA,İletkenlik,İletkenlik,μS/cm,520 (25 °C),520.0,,520.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Alüminyum (Al),Alüminyum,μg/L,"16,29",16.29,,16.29
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Arsenik (As),Arsenik,μg/L,"2,37",2.37,,2.37
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Demir (Fe),Demir,μg/L,"93,57",93.57,,93.57
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Toplam sertlik,Toplam Sertlik,Fr,25,25.0,,25.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,3513 İle 3514 Sok. Kvs Levent - KONAK,İletkenlik,İletkenlik,μS/cm,520 (25 °C),520.0,,520.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Alüminyum (Al),Alüminyum,μg/L,"14,69",14.69,,14.69
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Arsenik (As),Arsenik,μg/L,"0,93",0.93,,0.93
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Demir (Fe),Demir,μg/L,"88,07",88.07,,88.07
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Toplam sertlik,Toplam Sertlik,Fr,25,25.0,,25.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,4969 Sok. No:2/a Çamlık - KARABAĞLAR,İletkenlik,İletkenlik,μS/cm,516 (25 °C),516.0,,516.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"14,74",14.74,,14.74
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Arsenik (As),Arsenik,μg/L,"3,92",3.92,,3.92
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Demir (Fe),Demir,μg/L,"14,42",14.42,,14.42
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,30,30.0,,30.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-03-26,5227 Sok. No:35/c Çamdibi - BORNOVA,İletkenlik,İletkenlik,μS/cm,629 (25 °C),629.0,,629.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Alüminyum (Al),Alüminyum,μg/L,"15,29",15.29,,15.29
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Arsenik (As),Arsenik,μg/L,"1,07",1.07,,1.07
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Demir (Fe),Demir,μg/L,"90,96",90.96,,90.96
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Toplam sertlik,Toplam Sertlik,Fr,25,25.0,,25.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,5777 İle 5780 Sok. Kvs. U. Mumcu - KARABAĞLAR,İletkenlik,İletkenlik,μS/cm,517 (25 °C),517.0,,517.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Alüminyum (Al),Alüminyum,μg/L,"16,51",16.51,,16.51
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Arsenik (As),Arsenik,μg/L,"3,62",3.62,,3.62
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Demir (Fe),Demir,μg/L,"15,47",15.47,,15.47
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Klorür (Cl⁻),Klorür,mg/L,33,33.0,,33.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Koku,Koku,nan,UYGUN,,ND,
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Renk,Renk,nan,UYGUN,,ND,
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Toplam sertlik,Toplam Sertlik,Fr,28,28.0,,28.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-03-26,65/17 Sok. No:45 Yumurtacı Ahmet Camii - KARABAĞLAR,İletkenlik,İletkenlik,μS/cm,577 (25 °C),577.0,,577.0
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Alüminyum (Al),Alüminyum,μg/L,"13,14",13.14,,13.14
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Arsenik (As),Arsenik,μg/L,"4,34",4.34,,4.34
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Demir (Fe),Demir,μg/L,"12,87",12.87,,12.87
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-03-26,6800 Sok. No:9 Sağlık Ocağı Evka 2 - ÇİĞLİ,Koku,Koku,nan,UYGUN,,ND,
